id,link,content,date,retweets,favorites,mentions,hashtags,geo
322765297234882561,https://twitter.com/realDonaldTrump/status/322765297234882561,"Via @ australian: ""Trump empire planning to build a presence in Sydney"" http://bit.ly/158hcYC",2013-04-12 19:36:58,21,6,@,,
322768440622477312,https://twitter.com/realDonaldTrump/status/322768440622477312,. @ nbc has increased @ ApprenticeNBC to 2 hours until the end of the season--full 2 hour episodes starting at 9 PM EST,2013-04-12 19:49:27,29,30,@ @,,
322773214247927809,https://twitter.com/realDonaldTrump/status/322773214247927809,. @ alexsalmond RT @King_Pepp Driving through Indiana and seeing tons of ugly windmills. Now I know what @ realDonaldTrump is talking about,2013-04-12 20:08:25,16,16,@ @King_Pepp @,,
322778258322120704,https://twitter.com/realDonaldTrump/status/322778258322120704,All eyes are on @ TigerWoods @ The_Masters. He’s in good position!,2013-04-12 20:28:28,87,42,@ @,,
322779726886367232,https://twitter.com/realDonaldTrump/status/322779726886367232,. @ TrumpWaikiki is Hawaii’s top luxury hotel & destination. Each room features stunning views & superb amenities http://bit.ly/158kkDN,2013-04-12 20:34:18,19,18,@,,
322790307974488064,https://twitter.com/realDonaldTrump/status/322790307974488064,. @ alexsalmond @ pressjournal @ BBCNews RT @ DanScavino - one would think the photo & caption - says it all.... https://twitter.com/DanScavino/status/322775400998649856/photo/1pic.twitter.com/0nOkuUvuuV,2013-04-12 21:16:21,55,13,@ @ @ @,,
322791639498227713,https://twitter.com/realDonaldTrump/status/322791639498227713,. @ alexsalmond @ pressjournal @ BBCNews RT ‏ @ DanScavino the photos that they don't show the public... https://twitter.com/DanScavino/status/322778453181079552/photo/1pic.twitter.com/io18z7NM9b,2013-04-12 21:21:38,129,52,@ @ @ @,,
322792909780963328,https://twitter.com/realDonaldTrump/status/322792909780963328,"China controls North Korea. So now besides cyber hacking us all day, they are using the Norks to taunt us. China is a major threat.",2013-04-12 21:26:41,468,499,,,
322798240913313793,https://twitter.com/realDonaldTrump/status/322798240913313793,The only American who has met with the North Korean man child is Dennis Rodman. Isn’t that frightening and sad?,2013-04-12 21:47:52,781,519,,,
322798543221956608,https://twitter.com/realDonaldTrump/status/322798543221956608,Where is the President? It is time for him to come on TV and show strength against the repeated threats from North Korea -- and others.,2013-04-12 21:49:04,1005,764,,,
322804490065571840,https://twitter.com/realDonaldTrump/status/322804490065571840,"“Be up front and direct with people, and they will return the favor.” – Think Like a Billionaire",2013-04-12 22:12:42,476,208,,,
322805724545699841,https://twitter.com/realDonaldTrump/status/322805724545699841,"Always remember that as your success grows, you will be asked for more favors. Learn how to say ‘No.’ It is critical.",2013-04-12 22:17:36,526,330,,,
322809155767394304,https://twitter.com/realDonaldTrump/status/322809155767394304,My performance from last week on David Letterman @ Late_Show will be re-aired tonight at 11:35 PM on CBS.,2013-04-12 22:31:14,18,14,@,,
322811095112884224,https://twitter.com/realDonaldTrump/status/322811095112884224,Remember to take time this weekend to relax and regroup. It will pay major dividends for the next week.,2013-04-12 22:38:57,391,295,,,
322814816236490752,https://twitter.com/realDonaldTrump/status/322814816236490752,@ Faithable @ DanScavino True.,2013-04-12 22:53:44,3,3,@ @,,
322815156050599936,https://twitter.com/realDonaldTrump/status/322815156050599936,@ RobertMcCallis3 @ AlexSalmond @ pressjournal @ BBCNews @ DanScavino Turbines destroy environments and people.,2013-04-12 22:55:05,1,1,@ @ @ @ @,,
322815529817632770,https://twitter.com/realDonaldTrump/status/322815529817632770,"@ MisterEspinal Thanks, very nice.",2013-04-12 22:56:34,1,1,@,,
322815760646959106,https://twitter.com/realDonaldTrump/status/322815760646959106,@ truckncargirl @ piersmorgan True!,2013-04-12 22:57:29,1,1,@ @,,
322816038913855488,https://twitter.com/realDonaldTrump/status/322816038913855488,@ dabg3241 Turbines will kill more birds than hunters.,2013-04-12 22:58:35,4,1,@,,
322816188877008896,https://twitter.com/realDonaldTrump/status/322816188877008896,@ LanaH11 @ IvankaTrump Thanks.,2013-04-12 22:59:11,0,0,@ @,,
322817113859436544,https://twitter.com/realDonaldTrump/status/322817113859436544,I talk about Obamacare in today's # TrumpVlog- http://fb.me/2bKdkK6o2,2013-04-12 23:02:52,31,16,,#,
322819924517085184,https://twitter.com/realDonaldTrump/status/322819924517085184,Our country should be worried about nuclear control far more than gun control--& that one's not even close!,2013-04-12 23:14:02,405,173,,,
322820087046348800,https://twitter.com/realDonaldTrump/status/322820087046348800,@ MannaaEyad I only speak the truth.,2013-04-12 23:14:41,20,64,@,,
322820301824081920,https://twitter.com/realDonaldTrump/status/322820301824081920,@bakerjb19 China will only rule if we let them--or are stupid.,2013-04-12 23:15:32,8,9,@bakerjb19,,
322914627958763520,https://twitter.com/realDonaldTrump/status/322914627958763520,I am on David Letterman tonight.,2013-04-13 05:30:21,60,58,,,
322914939511664641,https://twitter.com/realDonaldTrump/status/322914939511664641,"""@Tanann5: @ realDonaldTrump Love you to death...think you r amazing and brilliant! LIKE YOUR STRAIGHT FORWARD TALK....Thanks!",2013-04-13 05:31:35,20,7,@Tanann5 @,,
322918034585026560,https://twitter.com/realDonaldTrump/status/322918034585026560,""" @ HogmanjemJack: @ realDonaldTrump After Obama bailed out GM for $80 Billion, 7 out of 10 GM cars made in China!""",2013-04-13 05:43:53,100,27,@ @,,
322921029708165120,https://twitter.com/realDonaldTrump/status/322921029708165120,"Ridiculous that they gave the 14 year old golfer from China a one stroke penalty for slow play at The Masters(see, I can stick up for China)",2013-04-13 05:55:47,354,323,,,
322923537822273536,https://twitter.com/realDonaldTrump/status/322923537822273536,"""@joshlop17: @ realDonaldTrump is a true model, hard work and dedication, money, and attitude << and unsotppable force"" Wow, thank you!",2013-04-13 06:05:45,22,24,@joshlop17 @,,
322929801230966784,https://twitter.com/realDonaldTrump/status/322929801230966784,""" @ josh_b_123: thank you for creating the best show ever @ realDonaldTrump"" Very nice, thank you!",2013-04-13 06:30:39,12,10,@ @,,
323031226673922048,https://twitter.com/realDonaldTrump/status/323031226673922048,What a shame that Kobe Bryant was so badly injured last night - a truly great champion who brought the Lakers back from oblivion this year!,2013-04-13 13:13:40,792,540,,,
323034231783702528,https://twitter.com/realDonaldTrump/status/323034231783702528,Bad break for @ TigerWoods-hits a great shot which hits the pin and kicks into the water-gets a bogey on hole with another great shot-Champ!,2013-04-13 13:25:37,44,19,@,,
323036159183835136,https://twitter.com/realDonaldTrump/status/323036159183835136,""" @ bclew70: @ realDonaldTrump Donald I am disappointed in you. you should have ran for pres."" Never too late!",2013-04-13 13:33:16,34,47,@ @,,
323036789633871873,https://twitter.com/realDonaldTrump/status/323036789633871873,""" @ petekobelka: @ realDonaldTrump just wanted to let you know your show is the best show on prime time, better then anything!",2013-04-13 13:35:47,10,10,@ @,,
323039880072536065,https://twitter.com/realDonaldTrump/status/323039880072536065,"Remember, NBC increased Celebrity Apprentice to 2 hours starting this Sunday night at 9 P.M. through end of season-great news for App lovers",2013-04-13 13:48:03,58,47,,,
323049590700003328,https://twitter.com/realDonaldTrump/status/323049590700003328,""" @ GenuineAccess: @ realDonaldTrump Booked VIP clients to playing at the Trump Course in Palos Verdes fnn #"" Great-best course in California!",2013-04-13 14:26:39,10,7,@ @,#,
323050106658123776,https://twitter.com/realDonaldTrump/status/323050106658123776,@ VeIvetRose Also true!,2013-04-13 14:28:42,4,15,@,,
323050599253950464,https://twitter.com/realDonaldTrump/status/323050599253950464,""" @ teh_jaybee: @ realDonaldTrump are you going to return the favor to @ VinceMcMahon and be the one who inducts him in to the @ WWE # HOF?"" YES!",2013-04-13 14:30:39,14,8,@ @ @ @,#,
323177975619125248,https://twitter.com/realDonaldTrump/status/323177975619125248,""" @ BidwellP: @ realDonaldTrump Are you supporting Chinese child labor?"" Only at The Masters!",2013-04-13 22:56:48,94,45,@ @,,
323182694320197634,https://twitter.com/realDonaldTrump/status/323182694320197634,"Did A Rod really try to buy the papers that would implicate him re. drugs - wow, that would be the end, a disaster!",2013-04-13 23:15:33,263,319,,,
323183210865504256,https://twitter.com/realDonaldTrump/status/323183210865504256,""" @ loganfaris: Have to do an essay on a hero....... Definitely picking @ realDonaldTrump. Perfect idol"" Very nice-good luck!",2013-04-13 23:17:36,21,16,@ @,,
323187325683265536,https://twitter.com/realDonaldTrump/status/323187325683265536,"""@RealCoachHodge: I'm thinking of changing my name to Trump. Just to thank @ realDonaldTrump for making my business thousands!"" Smart!",2013-04-13 23:33:57,24,21,@RealCoachHodge @,,
323188504328806400,https://twitter.com/realDonaldTrump/status/323188504328806400,"""@CoolCanuckChick: @ realDonaldTrump I thought China was good with the U.S.?"" Only if you want no country left!",2013-04-13 23:38:38,27,7,@CoolCanuckChick @,,
323215207126163458,https://twitter.com/realDonaldTrump/status/323215207126163458,China will extract much from Secretary Kerry and the U:S. in order for them to help us with the North Korea problem-don't let this happen!,2013-04-14 01:24:45,99,30,,,
323216293031460865,https://twitter.com/realDonaldTrump/status/323216293031460865,South Korea must in some form pay for our help-the U.S. must stop being stupid!,2013-04-14 01:29:03,166,90,,,
323217413241991168,https://twitter.com/realDonaldTrump/status/323217413241991168,""" @ dolliemjs02: @ realDonaldTrump I liked Donald Trump on The To Night Show with David Letterman"" Thanks!",2013-04-14 01:33:31,10,6,@ @,,
323228118838046720,https://twitter.com/realDonaldTrump/status/323228118838046720,""" @ Dale26: Mr @ realDonaldTrump how come the US doesn't listen 2u whenever u give them advice on how deal with all the problems? They are dumb",2013-04-14 02:16:03,82,39,@ @,,
323398020244848640,https://twitter.com/realDonaldTrump/status/323398020244848640,"""@rpm11561: @ IvankaTrump your dad's interview, last night with David Letterman, was the best, realest, most genuine sitdown, ever ! Thanks!",2013-04-14 13:31:11,11,6,@rpm11561 @,,
323398619736707072,https://twitter.com/realDonaldTrump/status/323398619736707072,"""@CockyCam: Don't care what you say, @ realDonaldTrump is spot on with his comments on Gov. Issues! Keeps it real and honest! # respect"" Best!",2013-04-14 13:33:34,15,12,@CockyCam @,#,
323400308782948352,https://twitter.com/realDonaldTrump/status/323400308782948352,"Remember, save your evening to watch Celebrity Apprentice tonight at 9 - increased to a full two hours - great episode - watch Gary B.",2013-04-14 13:40:16,36,30,,,
323400732990648321,https://twitter.com/realDonaldTrump/status/323400732990648321,""" @ MrAlanR: @ realDonaldTrump Donald you rock! # theartofthedeal changed me forever. Thanks"" That is really great news, congrats!",2013-04-14 13:41:57,11,8,@ @,#,
323402549019422721,https://twitter.com/realDonaldTrump/status/323402549019422721,""" @ kanikagahlaut: Can anyone explain why @ JerrySeinfeld is so unfunny on twitter and @ realDonaldTrump is so funny?"" Jerry is highly overrated",2013-04-14 13:49:10,232,281,@ @ @,,
323403799135916032,https://twitter.com/realDonaldTrump/status/323403799135916032,""" @ pjpaton: Wind Mills are highly dangerous - They tend to sheer off blades and catch fire in gales and storms @ realDonaldTrump"" True!",2013-04-14 13:54:08,42,17,@ @,,
323404281996787713,https://twitter.com/realDonaldTrump/status/323404281996787713,"""@NoraHaxha: @ realDonaldTrump Donald Trump is the man, loved the interview on letterman!"" Thanks!",2013-04-14 13:56:04,9,5,@NoraHaxha @,,
323404546351198210,https://twitter.com/realDonaldTrump/status/323404546351198210,""" @ AdultProdigy: I'll say it, nobody beats @ realDonaldTrump when it comes to honest reporting and serious insight."" Thanks!",2013-04-14 13:57:07,15,11,@ @,,
323404926493552641,https://twitter.com/realDonaldTrump/status/323404926493552641,"""@KingOf_Class: @ realDonaldTrump Honestly,you can't find anyone more real than Donald Trump!"" A great compliment, thanks!",2013-04-14 13:58:37,19,14,@KingOf_Class @,,
323405190277496832,https://twitter.com/realDonaldTrump/status/323405190277496832,""" @ philip711: @ realDonaldTrump I think when you go on the @ sternshow those are the best interviews"" Howard and I have fun!",2013-04-14 13:59:40,8,5,@ @ @,,
323406493401640960,https://twitter.com/realDonaldTrump/status/323406493401640960,"""@wallsburg: @ realDonaldTrump Grow a pair Donald. Admit you were wrong to support Obama in 08."" Moron, I never supported Obama in 08.",2013-04-14 14:04:51,77,117,@wallsburg @,,
323532397192814592,https://twitter.com/realDonaldTrump/status/323532397192814592,@ tjwacker. Good luck!,2013-04-14 22:25:09,3,0,@,,
323535953429934083,https://twitter.com/realDonaldTrump/status/323535953429934083,""" @ PattyMSink: @ realDonaldTrump Please, please, please consider running in the 2016 Presidential election. We need business savvy (you)Thanks",2013-04-14 22:39:16,26,21,@ @,,
323536577622056960,https://twitter.com/realDonaldTrump/status/323536577622056960,""" @ teresayarbor: @ realDonaldTrump @wallsburg I remember you supported John McCain just like I did."" That is correct, thank you!",2013-04-14 22:41:45,16,5,@ @ @wallsburg,,
323546114819235840,https://twitter.com/realDonaldTrump/status/323546114819235840,""" @ gameexpress1: @ realDonaldTrump Angel Cabrerra will win the MASTERS..265lbs of everyman golfer..Ole!"" He is looking good!",2013-04-14 23:19:39,17,11,@ @,,
